Parcel,Address,Property Class,Property Use,Assessment Area,Current Year Land Value,Current Year Improvement Value,Current Year Total Value,Previous Year Land Value,Previous Year Improvment Value,Previous Year Total Value,Net Taxes,Special Assessment,Other Charges,Total Taxes,Zoning 1,Zoning 2,Zoning 3,Zoning 4,Lot Size Sq Ft,Frontage Street,Frontage Street Feet,Water Frontage,TIF District,School District,Elementary School,Middle School,High School,Ward,State Assembly District,Refuse District,Collection Schedule URL,Home Style,Year Built,Stories,Dwelling Units,Bedrooms,Full Baths,Half Baths,Fireplaces,Central Air,First Floor Living Area,Second Floor Living Area,Third Floor Living Area,Above Third Floor Living Area,Total Living Area,Finished Attic,Finished Basement,Total Basement,Crawl Space,Exterior Wall 1,Exterior Wall 2,Foundation,Roof,Roof Replaced Year,Garage 1,Garage Stalls 1,Garage2,Garage Stalls 2,Driveway,Shared Drive,Legal Description,Other Structure 1,Other Structure 1 Sq Ft,Other Structure 2,Other Structure 2 Sq Ft,Other Structure 3,Other Structure 3 Sq Ft,Other Structure 4,Other Structure 4 Sq Ft,Other Structure 5,Other Structure 5 Sq Ft,Other Structure 6,Other Structure 6 Sq Ft,Additional Buildings,Notation Parcel,Lot,Block
070929302069,610 Charles Ln,Residential,Single family,53,$77800.00,$209200.00,$287000.00,$75500.00,$211500.00,$287000.00,$6743.92,$0.00,$30.79,$6774.71,SR-C1,,,,5168,Charles Ln,76,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1956,1,1,3,2,0,1,true,1554,0,0,0,1554,0,386,1314,0,Aluminum/Vinyl,,Concrete,Asphalt,2006,Basement,1,,0,Concrete,false,PHILUMALEE ADDITION TO OAK PARK HEIGHTS  LOT 9 & S 10 FT LOT 8.,Patio,105,Patio,168,,0,,0,,0,,0,false,070929302069,0,0
070929302077,606 Charles Ln,Residential,Single family,53,$67100.00,$153900.00,$221000.00,$65100.00,$149500.00,$214600.00,$4989.93,$0.00,$0.00,$4989.93,SR-C1,,,,9018,Charles Ln,67,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1965,1,1,2,2,0,0,false,1271,0,0,0,1271,0,1006,1255,0,Aluminum/Vinyl,,Concrete,Asphalt,2004,Attached,1,,0,Concrete,false,PHILUMALEE ADDITION TO OAK PARK HEIGHTS  N 65 FT OF LOT 8.,Open Porch,56,,0,,0,,0,,0,,0,false,070929302077,0,0
070929302085,4625 Tokay Blvd,Residential,Single family,53,$107100.00,$114600.00,$221700.00,$104000.00,$111200.00,$215200.00,$5004.47,$0.00,$0.00,$5004.47,SR-C1,,,,22232,Tokay Blvd,150.12,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Old Style,1919,1.5,1,4,2,2,0,false,1086,570,0,0,1656,0,0,1146,0,Wood,,Concrete,Asphalt,2006,Attached,1,Attached,1,Gravel,false,"TOWN OF MADISON ASSESSOR'S PLAT # 3, OAK PARK HEIGHTS, PRT LOT 35, DESC AS FOL:   BEG AT INTER OF E LN ORCHARD DR & S LN   TOKAY BLVD,                              TH S 146.3 FT,                           TH E 272 FT TO W LN CHARLES LANE,        TH N 146.8 FT TO INTER S LN TOKAY BLVD,  TH ALG S LINE TOKAY BLVD 269.12 FT TO    POB. EXC THE W 119 FT THEREOF.",Open Porch,36,Encl Porch,96,Deck,267,,0,,0,,0,false,070929302085,0,0
070929302093,4633 Tokay Blvd,Residential,Single family,53,$69800.00,$185200.00,$255000.00,$67800.00,$179800.00,$247600.00,$5789.40,$143.98,$211.56,$6144.94,SR-C1,,,,8875,Tokay Blvd,119,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Cape Cod,1962,1.5,1,3,3,0,1,true,1040,576,0,0,1616,0,414,1025,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2007,Detached,2,,0,Concrete,false,"TOWN OF MADISON ASSESSOR'S PLAT # 3, OAK PARK HEIGHTS, PRT LOT 35, DESC AS FOL:   BEG AT INTER S LINE TOKAY BLVD & E LINE  ORCHARD DR,                              TH S 75 FT,                              TH E PARA TO TOKAY BLVD 119 FT,          TH N PARA TO ORCHARD DR 75 FT,           TH W ON S LN TOKAY BLVD 119 FT TO POB.",Open Porch,135,Patio,150,,0,,0,,0,,0,false,070929302093,0,0
070929302100,603 Orchard Dr,Residential,Single family,53,$66700.00,$187800.00,$254500.00,$64800.00,$182300.00,$247100.00,$5777.29,$0.00,$0.00,$5777.29,SR-C1,,,,8497,Orchard Dr,71.3,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1965,1,1,3,2,0,1,true,1612,0,0,0,1612,0,450,1612,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2012,Basement,1,,0,Concrete,false,"TOWN OF MADISON ASSESSOR'S PLAT # 3, OAK PARK HEIGHTS, PRT OF LOT 35, DESC AS FOL BEG ON E LN ORCHARD DR 75 FT S OF S LN   TOKAY BLVD,                              TH S 71.3 FT,                            TH ELY 119 FT,                           TH NLY 71.58 FT,                         TH WLY 119 FT TO POB.",Encl Porch,120,,0,,0,,0,,0,,0,false,070929302100,0,0
070929302118,605 Orchard Dr,Residential,Single family,53,$77800.00,$147900.00,$225700.00,$75500.00,$143600.00,$219100.00,$5098.95,$0.00,$0.00,$5098.95,SR-C1,,,,10955,Orchard Dr,80.2,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1956,1,1,3,2,0,2,true,1684,0,0,0,1684,0,0,1264,0,Aluminum/Vinyl,,Concrete,Asphalt,2004,Attached,1,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 21",Deck,301,,0,,0,,0,,0,,0,false,070929302118,0,0
070929302126,609 Orchard Dr,Residential,Single family,53,$72900.00,$165900.00,$238800.00,$70800.00,$161000.00,$231800.00,$5406.63,$0.00,$0.00,$5406.63,SR-C1,,,,10960,Orchard Dr,75.2,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1956,1,1,3,1,1,2,true,1404,0,0,0,1404,0,288,1040,0,Aluminum/Vinyl,,Concrete Block,Asphalt,2000,Basement,1,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 20",Screen Porch,168,Deck,168,,0,,0,,0,,0,false,070929302126,0,0
070929302134,613 Orchard Dr,Residential,Single family,53,$67600.00,$191200.00,$258800.00,$65600.00,$185700.00,$251300.00,$5879.04,$0.00,$0.00,$5879.04,SR-C1,,,,10010,Orchard Dr,65,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Old Style,1921,2,1,3,2,1,1,true,1155,935,0,0,2090,0,0,1015,0,Aluminum/Vinyl,,Concrete,Asphalt,2006,Attached,2,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 19",Deck,264,Shed,185,,0,,0,,0,,0,false,070929302134,0,0
070929302142,617 Orchard Dr,Residential,Single family,53,$67100.00,$150700.00,$217800.00,$65100.00,$146400.00,$211500.00,$4914.83,$0.00,$0.00,$4914.83,SR-C1,,,,9248,Orchard Dr,67.6,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1957,1,1,3,1,0,0,true,1368,0,0,0,1368,0,0,672,0,Aluminum/Vinyl,,Concrete Block,Asphalt,2007,Basement,2,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 18",Screen Porch,135,,0,,0,,0,,0,,0,false,070929302142,0,0
070929302150,621 Orchard Dr,Residential,Single family,53,$67100.00,$88000.00,$155100.00,$65100.00,$64300.00,$129400.00,$3057.24,$0.00,$0.00,$3057.24,SR-C1,,,,9500,Orchard Dr,65,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Bungalow,1923,1,1,2,1,0,0,false,768,0,0,0,768,0,0,768,0,Aluminum/Vinyl,,Concrete,Asphalt,2004,Detached,1,,0,Asphalt,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 17 & PRT OF LOT 16 DESC AS FOL: BEG  NW COR SD LOT 16, TH E 135.5 FT ALG N LN SD LOT 16 TO NE COR SD LOT 16, TH S 10   FT ALG E LN LOT 16, TH NWLY TO NW COR    LOT 16 & POB.",Encl Porch,160,Deck,120,Shed,128,,0,,0,,0,false,070929302150,0,0
070929302168,625 Orchard Dr,Residential,Single family,53,$61400.00,$160100.00,$221500.00,$59600.00,$155400.00,$215000.00,$4999.62,$0.00,$0.00,$4999.62,SR-C1,,,,8119,Orchard Dr,65,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Modern two story,1961,2,1,3,2,1,0,false,624,950,0,0,1574,0,500,924,0,Wood,,Concrete,Asphalt,1986,Attached,1,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 16 EXC PRT DESC AS FOL:BEG NW COR SD LOT, TH E 135.5 FT ALG N LOT LN TO NE    COR SD LOT, TH S 10 FT ALG E LOT LN,     TH NWLY TO NW COR SD LOT & POB.",Deck,196,,0,,0,,0,,0,,0,false,070929302168,0,0
070929302176,629 Orchard Dr,Residential,Single family,53,$61400.00,$167500.00,$228900.00,$59600.00,$162600.00,$222200.00,$5174.05,$0.00,$0.00,$5174.05,SR-C1,,,,8775,Orchard Dr,65,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Modern two story,1960,2,1,4,1,2,0,false,576,864,0,0,1440,0,516,576,0,Aluminum/Vinyl,,Concrete,Asphalt,2000,Attached,1,,0,Concrete,false,"PHILUMALEE ADDITION TO OAK PARK HEIGHTS, LOT 15",Encl Porch,120,Patio,168,,0,,0,,0,,0,false,070929302176,0,0
070929303017,4709 Tokay Blvd,Residential,Single family,53,$63800.00,$126800.00,$190600.00,$61900.00,$123100.00,$185000.00,$4272.83,$0.00,$0.00,$4272.83,SR-C1,,,,8036,Tokay Blvd,68.15,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1958,1,1,3,2,0,0,true,1008,0,0,0,1008,0,484,1008,0,Wood,,Concrete,Asphalt,2001,Attached,1,,0,Concrete,false,"TOWN OF MADISON ASSESSOR'S PLAT # 3, OAK PARK HEIGHTS, PRT OF LOTS 58 & 57, DESC  AS FOL: COM AT COR OF PIPER DR & TOKAY   BLVD,                                    TH ELY ALG S LN TOKAY BLVD 69.55 FT TO   POB,                                     TH CONT ELY ALG S LN TOKAY BLVD 68.15 FT TH S PARA TO E LN PIPER DR 119.05 FT,    TH WLY PARA TO COMMON LINE OF SD LOTS 58 & 57, 68.12 FT,                          TH N 116.58 FT TO POB.",Screen Porch,160,,0,,0,,0,,0,,0,false,070929303017,0,0
070929303025,601 Piper Dr,Residential,Single family,53,$63200.00,$138400.00,$201600.00,$61400.00,$134300.00,$195700.00,$4532.06,$0.00,$0.00,$4532.06,SR-C1,,,,7943,Piper Dr,114.05,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1958,1,1,3,1,0,0,true,1008,0,0,0,1008,0,0,1008,0,Wood,,Concrete,Asphalt,2006,Attached,1,,0,Concrete,false,"TOWN OF MADISON ASSESSOR'S PLAT # 3, OAK PARK HEIGHTS, PRT OF LOTS 58 & 57, DESC  AS FOL: COM AT COR OF PIPER DR & TOKAY   BLVD,                                    TH ELY ALG SLY LN TOKAY BLVD 69.55 FT,   TH S PARA TO E LN PIPER DR 116.58 FT,    TH WLY PARA TO COMMON LN SD LOTS 58 & 57 69.5 FT TO E LN PIPER DR,                TH N 114.05 FT TO POB.",,0,,0,,0,,0,,0,,0,false,070929303025,0,0
070929303033,607 Piper Dr,Residential,Single family,53,$72900.00,$138100.00,$211000.00,$70800.00,$134100.00,$204900.00,$4754.94,$0.00,$0.00,$4754.94,SR-C1,,,,10350,Piper Dr,75,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1955,1,1,3,2,0,0,false,1334,0,0,0,1334,0,456,1120,160,Aluminum/Vinyl,,Concrete,Asphalt,2008,Attached,2,,0,Concrete,false,"TOWN OF MADISON ASSESSOR'S PLAT # 3, OAK PARK HEIGHTS, N 75 FT OF S 151.35 FT OF  E 137.625 FT OF W 167.625 FT OF LOT 58.",Enc-Fin Porch,108,Deck,336,,0,,0,,0,,0,false,070929303033,0,0
070929303041,609 Piper Dr,Residential,Single family,53,$75000.00,$179800.00,$254800.00,$72800.00,$154200.00,$227000.00,$5290.34,$0.00,$0.00,$5290.34,SR-C1,,,,10507,Piper Dr,76.35,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Cape Cod,1955,1.5,1,3,1,2,1,true,1042,518,0,0,1560,0,360,1083,0,Aluminum/Vinyl,,Concrete,Asphalt,2013,Attached,1,,0,Concrete,false,"TOWN OF MADISON ASSESSOR'S PLAT # 3, OAK PARK HEIGHTS, S 76.35 FT OF E 137.625 FT OF W 167.625 FT OF LOT 58.",Patio,170,,0,,0,,0,,0,,0,false,070929303041,0,0
070929303059,613 Piper Dr,Residential,Single family,53,$65500.00,$137100.00,$202600.00,$63600.00,$133100.00,$196700.00,$4556.28,$0.00,$0.00,$4556.28,SR-C1,,,,8910,Piper Dr,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1955,1,1,3,1,0,0,true,1008,0,0,0,1008,0,402,1008,0,Wood,,Concrete,Asphalt,2006,Attached,1,,0,Concrete,false,"TOWN OF MADISON ASSESSOR'S PLAT # 3, OAK PARK HEIGHTS, N 1/2 OF W 1/2 OF LOT 59,  EXC W 30 FT.",Deck,256,Deck,64,,0,,0,,0,,0,false,070929303059,0,0
070929303067,617 Piper Dr,Residential,Single family,53,$65500.00,$173900.00,$239400.00,$63600.00,$132400.00,$196000.00,$4539.32,$0.00,$0.00,$4539.32,SR-C1,,,,8910,Piper Dr,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Colonial,1954,2,1,3,1,1,1,false,970,620,0,0,1590,0,154,970,0,Wood,,Concrete,Metal,2012,Detached,1,,0,Concrete,false,"TOWN OF MADISON ASSESSOR'S PLAT # 3, OAK PARK HEIGHTS, S 1/2 OF W 1/2 OF LOT 59,  EXC W 30 FT.",Encl Porch,175,,0,,0,,0,,0,,0,false,070929303067,0,0
070929303075,619 Piper Dr,Residential,Single family,53,$64900.00,$130800.00,$195700.00,$63000.00,$127000.00,$190000.00,$4393.97,$0.00,$0.00,$4393.97,SR-C1,,,,8910,Piper Dr,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1957,1,1,2,1,0,0,true,936,0,0,0,936,0,0,936,0,Wood,,Concrete,Asphalt,1999,Attached,1,,0,Concrete,false,"TOWN OF MADISON ASSESSOR'S PLAT # 3, OAK PARK HEIGHTS, N 66 FT OF E 135 FT OF W   165 FT OF LOT 60.",Deck,168,,0,,0,,0,,0,,0,false,070929303075,0,0
070929303083,621 Piper Dr,Residential,Single family,53,$64600.00,$132700.00,$197300.00,$62700.00,$128900.00,$191600.00,$4432.73,$0.00,$0.00,$4432.73,SR-C1,,,,8910,Piper Dr,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1957,1,1,3,1,1,0,true,963,0,0,0,963,0,0,936,0,Aluminum/Vinyl,,Concrete,Asphalt,1993,Attached,1,,0,Concrete,false,"TOWN OF MADISON ASSESSOR'S PLAT # 3, OAK PARK HEIGHTS, S 66 FT OF E 135 FT OF W   165 FT OF LOT 60.",Deck,150,,0,,0,,0,,0,,0,false,070929303083,0,0
070929303091,625 Piper Dr,Residential,Single family,53,$69800.00,$162500.00,$232300.00,$67800.00,$157700.00,$225500.00,$5254.00,$0.00,$0.00,$5254.00,SR-C1,,,,9585,Piper Dr,71,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Cape Cod,1953,1.5,1,4,2,0,0,true,816,1034,0,0,1850,0,0,816,0,Wood,,Concrete Block,Asphalt,2001,Attached,1.5,,0,Concrete,false,"OAK PARK HEIGHTS 2ND REPLAT, LOT 119",Open Porch,40,Screen Porch,190,Patio,252,Balcony,16,,0,,0,false,070929303091,0,0
070929303108,629 Piper Dr,Residential,Single family,53,$69800.00,$130700.00,$200500.00,$67800.00,$126900.00,$194700.00,$4507.83,$0.00,$0.00,$4507.83,SR-C1,,,,9585,Piper Dr,71,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Cape Cod,1953,1.5,1,3,1,1,0,true,849,489,0,0,1338,0,326,672,168,Aluminum/Vinyl,,Concrete Block,Asphalt,2004,Detached,1,,0,Concrete,false,"OAK PARK HEIGHTS 2ND REPLAT, LOT 120",Open Porch,65,Deck,265,,0,,0,,0,,0,false,070929303108,0,0
070929303116,633 Piper Dr,Residential,Single family,53,$69300.00,$156700.00,$226000.00,$67300.00,$152100.00,$219400.00,$5106.22,$0.00,$0.00,$5106.22,SR-C1,,,,9450,Piper Dr,70,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1954,1,1,3,2,0,1,true,1024,0,0,0,1024,0,552,1024,0,Aluminum/Vinyl,,Concrete Block,Asphalt,2000,Attached,1,,0,Concrete,false,"OAK PARK HGTS 2ND REPLAT, LOT 121",Deck,140,Deck,160,,0,,0,,0,,0,false,070929303116,0,0
070929303124,637 Piper Dr,Residential,Single family,53,$67100.00,$137700.00,$204800.00,$65100.00,$133700.00,$198800.00,$4607.16,$0.00,$0.00,$4607.16,SR-C1,,,,9450,Piper Dr,70,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1953,1,1,3,1,0,0,true,1145,0,0,0,1145,0,0,1423,0,Aluminum/Vinyl,,Concrete Block,Asphalt,2001,Attached,1,,0,Concrete,false,"OAK PARK HGTS 2ND REPLAT, LOT 122",Deck,200,,0,,0,,0,,0,,0,false,070929303124,0,0
070929303132,641 Piper Dr,Residential,Single family,53,$69300.00,$283700.00,$353000.00,$67300.00,$211600.00,$278900.00,$6547.68,$0.00,$0.00,$6547.68,SR-C1,,,,9855,Piper Dr,73,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Modern two story,1953,2,1,4,3,0,0,true,1197,761,0,0,1958,0,372,1118,52,Wood,,Concrete Block,Asphalt,2006,Attached,1,,0,Concrete,false,"OAK PARK HGTS 2ND REPLAT, LOT 123",Deck,153,,0,,0,,0,,0,,0,false,070929303132,0,0
070929303140,645 Piper Dr,Residential,Single family,53,$71900.00,$132600.00,$204500.00,$69800.00,$128700.00,$198500.00,$4731.28,$0.00,$0.00,$4731.28,SR-C1,,,,9855,Piper Dr,73,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1955,1,1,3,2,0,2,true,1094,0,0,0,1094,0,732,1206,0,Wood,,Concrete Block,Asphalt,1955,Attached,1,,0,Concrete,false,"OAK PARK HIGHTS REPLAT, LOT 124",Encl Porch,112,Patio,100,,0,,0,,0,,0,false,070929303140,0,0
070929303158,4709 Sherwood Rd,Residential,Single family,53,$83400.00,$143100.00,$226500.00,$81000.00,$138900.00,$219900.00,$5118.33,$0.00,$0.00,$5118.33,SR-C1,,,,14790,Sherwood Rd,31,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1961,1,1,3,1,1,2,true,1575,0,0,0,1575,0,560,1575,0,Wood,,Concrete,Asphalt,2006,Attached,1,,0,Concrete,false,"PIPER HILL PLAT, LOT 2",Patio,165,,0,,0,,0,,0,,0,false,070929303158,0,0
070929303166,4713 Sherwood Rd,Residential,Single family,53,$75100.00,$187100.00,$262200.00,$72900.00,$181700.00,$254600.00,$5958.98,$0.00,$0.00,$5958.98,SR-C1,,,,12353,Sherwood Rd,65,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Old Style,1962,1.5,1,5,2,1,1,true,1588,0,0,0,1588,500,526,1544,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1985,Basement,2,,0,Concrete,false,"PIPER HILL PLAT, LOT 1",Screen Porch,126,Deck,80,,0,,0,,0,,0,false,070929303166,0,0
070929303174,4737 Sherwood Rd,Residential,Single family,53,$77600.00,$147200.00,$224800.00,$75300.00,$143000.00,$218300.00,$5079.57,$0.00,$0.00,$5079.57,SR-C1,,,,11575,Sherwood Rd,177.6,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1956,1,1,3,2,0,2,true,1443,0,0,0,1443,0,520,963,0,Wood,,Concrete,Asphalt,1999,Basement,2,,0,Concrete,false,OAK PARK HEIGHTS REPLAT LOT 129  EXC  E  15 FT THEREOF,Screen Porch,132,Patio,80,,0,,0,,0,,0,false,070929303174,0,0
070929303182,653 Hilltop Dr,Residential,Single family,53,$77800.00,$255200.00,$333000.00,$75500.00,$156500.00,$232000.00,$5411.47,$0.00,$0.00,$5411.47,SR-C1,,,,10773,Hilltop Dr,83.7,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1954,1,1,3,2,1,0,true,1752,0,0,0,1752,0,602,1144,423,Aluminum/Vinyl,,Concrete Block,Asphalt,2006,Attached,2,,0,Concrete,false,OAK PARK HEIGHTS REPLAT LOT 128 EXCEPT E 5 FT THEREOF,Deck,323,,0,,0,,0,,0,,0,false,070929303182,0,0
070929303190,657 Hilltop Dr,Residential,Single family,53,$77700.00,$215000.00,$292700.00,$75400.00,$217300.00,$292700.00,$6882.01,$0.00,$0.00,$6882.01,SR-C1,,,,10328,Hilltop Dr,80.9,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Modern two story,1956,2,1,4,2,1,1,true,1781,518,0,0,2299,0,0,1302,304,Aluminum/Vinyl,,Concrete,Asphalt,2006,Attached,2,,0,Concrete,false,OAK PARK HEIGHTS REPLAT LOT 127 EXC THE  E 5 FT THEREOF,Deck,150,,0,,0,,0,,0,,0,false,070929303190,0,0
070929303207,4734 Odana Rd,Residential,Single family,53,$67600.00,$112700.00,$180300.00,$65600.00,$109400.00,$175000.00,$4161.96,$0.00,$0.00,$4161.96,SR-C1,,,,9210,Odana Rd,150.7,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1954,1,1,2,2,0,1,true,1231,0,0,0,1231,0,460,967,0,Aluminum/Vinyl,Masonry Facing,Concrete Block,Asphalt,2008,Attached,2,,0,Concrete,false,OAK PARK HEIGHTS REPLAT LOT 126 EXC E    2.5 FT THEREOF,,0,,0,,0,,0,,0,,0,false,070929303207,0,0
070929303215,4718 Odana Rd,Residential,2 Unit,2053,$95800.00,$126200.00,$222000.00,$93000.00,$122500.00,$215500.00,$5011.74,$0.00,$0.00,$5011.74,SR-C3,,,,24130,Odana Rd,127,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Flat,1850,2,2,4,2,0,0,false,1381,675,0,0,2056,0,0,900,0,Aluminum/Vinyl,Masonry Facing,Stone,Asphalt,1950,Attached,2,,0,Asphalt,false,PIPER HILL PLAT LOT 4 EXC E 7 FT THEREOF,Encl Porch,176,,0,,0,,0,,0,,0,false,070929303215,0,0
070929303223,4710 Odana Rd,Residential,Single family,53,$82300.00,$147100.00,$229400.00,$79900.00,$142800.00,$222700.00,$5186.17,$0.00,$0.00,$5186.17,SR-C1,,,,14175,Odana Rd,75.08,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1975,1,1,3,2,0,1,true,1616,0,0,0,1616,0,0,1400,216,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1995,Attached,2,,0,Asphalt,false,PIPER HILL PLAT LOT 3 & E 7 FT OF LOT 4,Open Porch,72,Patio,216,Shed,100,,0,,0,,0,false,070929303223,0,0
070929303231,4702 Odana Rd,Residential,Single family,53,$86900.00,$133000.00,$219900.00,$84400.00,$129100.00,$213500.00,$4963.28,$0.00,$0.00,$4963.28,SR-C1,,,,12505,Odana Rd,149.6,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1954,1,1,3,1,1,2,false,1554,0,0,0,1554,0,624,1026,0,Wood,Masonry Facing,Concrete Block,Asphalt,2006,Basement,2,,0,Concrete,false,"OAK PARK HEIGHTS REPLAT, LOT 109",,0,,0,,0,,0,,0,,0,false,070929303231,0,0
070929303249,658 Orchard Dr,Residential,Single family,53,$81300.00,$131900.00,$213200.00,$78900.00,$128100.00,$207000.00,$4805.81,$0.00,$0.00,$4805.81,SR-C1,,,,11920,Orchard Dr,80,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Bi-level,1954,1,1,2,2,0,0,true,1056,0,0,0,1056,0,360,1056,0,Wood,,Concrete Block,Asphalt,2001,Basement,2,,0,Concrete,false,"OAK PARK HEIGHTS REPLAT, LOT 110",,0,,0,,0,,0,,0,,0,false,070929303249,0,0
